user_id,week_id,current_score,mastery_avg,mastery_std,weak_ratio,action_topic_count,action_avg_difficulty,action_review_ratio,action_planned_time,improvement_last_week,prev_week_time,next_week_score
7,9,3.64,0.36,0.21,0.64,0,0.0,0.0,0,0.56,117,3.3
7,10,3.3,0.33,0.26,0.68,0,0.0,0.0,0,-0.34,0,2.88
8,1,3.7,0.37,0.21,0.64,0,0.0,0.0,0,0.0,0,3.9
8,2,3.9,0.39,0.24,0.62,12,0.48,0.44,631,0.2,0,5.05
8,3,5.05,0.5,0.14,0.56,2,0.83,0.56,189,1.15,631,5.38
8,4,5.38,0.54,0.19,0.54,7,0.66,0.5,473,0.33,189,6.76
8,5,6.76,0.68,0.03,0.32,9,0.57,0.28,473,1.38,473,6.92
8,6,6.92,0.69,0.02,0.26,5,0.67,0.23,378,0.16,473,5.76
8,7,5.76,0.58,0.18,0.38,2,0.49,0.23,189,-1.16,378,6.34
8,8,6.34,0.63,0.1,0.24,10,0.59,0.29,473,0.58,189,7.0
8,9,7.0,0.7,0.19,0.26,9,0.81,0.6,378,0.66,473,6.04
8,10,6.04,0.6,0.22,0.3,0,0.0,0.0,0,-0.96,378,5.89
9,1,6.2,0.62,0.24,0.5,4,0.41,0.39,261,0.0,0,6.67
9,2,6.67,0.67,0.19,0.4,4,0.5,0.2,261,0.47,261,7.04
9,3,7.04,0.7,0.07,0.26,0,0.0,0.0,0,0.37,261,6.87
9,4,6.87,0.69,0.18,0.28,9,0.55,0.24,582,-0.17,0,6.91
9,5,6.91,0.69,0.14,0.48,13,0.81,0.6,582,0.04,582,7.14
9,6,7.14,0.71,0.07,0.28,1,0.65,0.4,87,0.23,582,7.56
9,7,7.56,0.76,0.02,0.26,10,0.29,0.71,436,0.42,87,8.35
9,8,8.35,0.84,0.07,0.28,8,0.68,0.47,436,0.79,436,7.02
9,9,7.02,0.7,0.03,0.34,0,0.0,0.0,0,-1.33,436,6.99
9,10,6.99,0.7,0.14,0.28,1,0.62,0.55,87,-0.03,0,7.08
10,1,4.4,0.44,0.32,0.56,0,0.0,0.0,0,0.0,0,4.22
10,2,4.22,0.42,0.23,0.58,4,0.21,0.05,225,-0.18,0,4.62
10,3,4.62,0.46,0.24,0.56,8,0.39,0.26,376,0.4,225,5.42
10,4,5.42,0.54,0.12,0.5,7,0.62,0.48,376,0.8,376,6.17
10,5,6.17,0.62,0.06,0.38,0,0.0,0.0,0,0.75,376,6.17
10,6,6.17,0.62,0.16,0.32,9,0.54,0.64,376,0.0,0,6.43
10,7,6.43,0.64,0.21,0.3,6,0.56,0.75,376,0.26,376,6.93
10,8,6.93,0.69,0.03,0.2,4,0.87,0.51,225,0.5,376,7.28
10,9,7.28,0.73,0.06,0.3,5,0.72,0.49,225,0.35,225,7.81
10,10,7.81,0.78,0.09,0.16,0,0.0,0.0,0,0.53,225,7.73
11,1,2.4,0.24,0.26,0.76,7,0.36,0.02,395,0.0,0,3.0
11,2,3.0,0.3,0.21,0.66,6,0.85,0.2,395,0.6,395,3.2
11,3,3.2,0.32,0.23,0.68,1,0.6,0.3,79,0.2,395,3.62
11,4,3.62,0.36,0.22,0.64,4,0.71,0.15,237,0.42,79,4.04
11,5,4.04,0.4,0.28,0.44,0,0.0,0.0,0,0.42,237,3.26
11,6,3.26,0.33,0.32,0.72,2,0.5,0.77,158,-0.78,0,3.57
11,7,3.57,0.36,0.19,0.6,1,0.87,0.47,79,0.31,158,3.92
11,8,3.92,0.39,0.16,0.56,0,0.0,0.0,0,0.35,79,3.7
11,9,3.7,0.37,0.21,0.54,2,0.46,0.46,158,-0.22,0,4.55
11,10,4.55,0.45,0.25,0.5,1,0.79,0.64,79,0.85,158,4.82
12,1,2.3,0.23,0.23,0.82,0,0.0,0.0,0,0.0,0,2.35
12,2,2.35,0.24,0.21,0.76,0,0.0,0.0,0,0.05,0,2.06
12,3,2.06,0.21,0.24,0.86,5,0.27,0.15,326,-0.29,0,3.09
12,4,3.09,0.31,0.25,0.66,7,0.8,0.65,435,1.03,326,4.54
12,5,4.54,0.45,0.19,0.62,10,0.81,0.7,544,1.45,435,3.84
12,6,3.84,0.38,0.16,0.52,0,0.0,0.0,0,-0.7,544,3.98
12,7,3.98,0.4,0.26,0.6,7,0.27,0.2,326,0.14,0,5.14
12,8,5.14,0.51,0.18,0.54,0,0.0,0.0,0,1.16,326,5.52
12,9,5.52,0.55,0.16,0.32,8,0.27,0.22,544,0.38,0,5.97
12,10,5.97,0.6,0.16,0.44,5,0.86,0.76,217,0.45,544,6.52
13,1,6.3,0.63,0.09,0.26,5,0.88,0.53,249,0.0,0,6.46
13,2,6.46,0.65,0.12,0.42,1,0.49,0.7,83,0.16,249,7.21
13,3,7.21,0.72,0.13,0.36,4,0.89,0.18,166,0.75,83,7.33
13,4,7.33,0.73,0.06,0.4,0,0.0,0.0,0,0.12,166,7.35
13,5,7.35,0.74,0.12,0.3,8,0.38,0.38,333,0.02,0,7.89
13,6,7.89,0.79,0.06,0.14,5,0.65,0.45,333,0.54,333,7.97
13,7,7.97,0.8,0.06,0.24,3,0.53,0.06,166,0.08,333,7.99
13,8,7.99,0.8,0.14,0.14,2,0.38,0.57,166,0.02,166,8.17
13,9,8.17,0.82,0.03,0.18,12,0.78,0.42,555,0.18,166,8.56
13,10,8.56,0.86,0.14,0.14,2,0.42,0.75,166,0.39,555,8.72
14,1,7.0,0.7,0.13,0.28,0,0.0,0.0,0,0.0,0,6.7
14,2,6.7,0.67,0.16,0.26,7,0.72,0.7,411,-0.3,0,6.96
14,3,6.96,0.7,0.12,0.34,1,0.75,0.36,82,0.26,411,7.93
14,4,7.93,0.79,0.01,0.28,1,0.26,0.7,82,0.97,82,8.33
14,5,8.33,0.83,0.01,0.18,5,0.38,0.26,329,0.4,82,8.56
14,6,8.56,0.86,0.1,0.18,6,0.48,0.27,411,0.23,329,8.76
14,7,8.76,0.88,0.03,0.18,3,0.53,0.69,246,0.2,411,9.17
14,8,9.17,0.92,0.06,0.02,5,0.58,0.53,246,0.41,246,9.31
14,9,9.31,0.93,0.0,0.16,2,0.81,0.21,164,0.14,246,9.55
14,10,9.55,0.96,0.04,0.0,5,0.45,0.6,329,0.24,164,9.66
15,1,6.4,0.64,0.13,0.36,6,0.5,0.12,381,0.0,0,7.06
15,2,7.06,0.71,0.1,0.32,1,0.83,0.25,76,0.66,381,7.1
15,3,7.1,0.71,0.04,0.26,3,0.75,0.17,152,0.04,76,7.35
15,4,7.35,0.74,0.01,0.14,1,0.54,0.74,76,0.25,152,7.24
15,5,7.24,0.72,0.15,0.2,2,0.64,0.46,152,-0.11,76,7.65
15,6,7.65,0.76,0.08,0.14,4,0.71,0.17,305,0.41,152,7.77
15,7,7.77,0.78,0.07,0.28,2,0.57,0.58,152,0.12,305,8.2
15,8,8.2,0.82,0.12,0.22,7,0.21,0.79,381,0.43,152,8.43
15,9,8.43,0.84,0.11,0.08,10,0.41,0.79,509,0.23,381,8.73
15,10,8.73,0.87,0.02,0.04,0,0.0,0.0,0,0.3,509,8.82
16,1,5.7,0.57,0.22,0.4,4,0.31,0.79,219,0.0,0,6.78
16,2,6.78,0.68,0.12,0.32,2,0.71,0.64,146,1.08,219,7.24
16,3,7.24,0.72,0.1,0.2,4,0.58,0.72,292,0.46,146,7.47
16,4,7.47,0.75,0.1,0.2,3,0.85,0.61,219,0.23,292,7.68
16,5,7.68,0.77,0.14,0.14,0,0.0,0.0,0,0.21,219,6.82
16,6,6.82,0.68,0.11,0.38,5,0.24,0.59,365,-0.86,0,7.19
16,7,7.19,0.72,0.06,0.2,7,0.56,0.27,365,0.37,365,7.58
16,8,7.58,0.76,0.05,0.24,5,0.33,0.47,292,0.39,365,8.12
16,9,8.12,0.81,0.04,0.16,6,0.3,0.29,365,0.54,292,8.05
16,10,8.05,0.8,0.04,0.14,8,0.32,0.75,487,-0.07,365,8.21
17,1,3.6,0.36,0.22,0.66,10,0.83,0.62,495,0.0,0,4.8
17,2,4.8,0.48,0.19,0.52,3,0.65,0.3,198,1.2,495,5.98
17,3,5.98,0.6,0.19,0.34,0,0.0,0.0,0,1.18,198,5.63
17,4,5.63,0.56,0.19,0.5,10,0.48,0.59,660,-0.35,0,6.68
17,5,6.68,0.67,0.19,0.32,4,0.48,0.19,198,1.05,660,7.68
17,6,7.68,0.77,0.03,0.16,4,0.47,0.53,198,1.0,198,7.92
17,7,7.92,0.79,0.1,0.16,2,0.3,0.46,198,0.24,198,8.45
17,8,8.45,0.84,0.07,0.14,2,0.39,0.57,198,0.53,198,8.83
17,9,8.83,0.88,0.1,0.12,8,0.23,0.32,495,0.38,198,9.34
17,10,9.34,0.93,0.05,0.08,10,0.36,0.8,495,0.51,495,8.27
18,1,6.8,0.68,0.08,0.3,6,0.7,0.31,326,0.0,0,6.56
18,2,6.56,0.66,0.15,0.36,2,0.74,0.01,146,-0.24,326,7.02
18,3,7.02,0.7,0.14,0.34,1,0.75,0.41,48,0.46,146,7.54
18,4,7.54,0.75,0.03,0.18,2,0.8,0.28,97,0.52,48,7.5
18,5,7.5,0.75,0.09,0.24,3,0.71,0.47,146,-0.04,97,7.73
18,6,7.73,0.77,0.08,0.14,0,0.0,0.0,0,0.23,146,7.58
18,7,7.58,0.76,0.07,0.3,6,0.34,0.23,326,-0.15,0,7.87
18,8,7.87,0.79,0.08,0.24,0,0.0,0.0,0,0.29,326,7.47
18,9,7.47,0.75,0.13,0.22,1,0.59,0.09,48,-0.4,0,7.49
18,10,7.49,0.75,0.07,0.3,2,0.29,0.72,146,0.02,48,7.77
19,1,5.7,0.57,0.23,0.5,4,0.43,0.48,199,0.0,0,6.29
19,2,6.29,0.63,0.09,0.3,0,0.0,0.0,0,0.59,199,5.73
19,3,5.73,0.57,0.17,0.5,0,0.0,0.0,0,-0.56,0,5.5
19,4,5.5,0.55,0.13,0.48,5,0.69,0.21,332,-0.23,0,5.7
19,5,5.7,0.57,0.16,0.48,3,0.42,0.44,199,0.2,332,6.56
19,6,6.56,0.66,0.16,0.32,7,0.63,0.17,442,0.86,199,6.84
19,7,6.84,0.68,0.1,0.28,2,0.76,0.43,199,0.28,442,6.97
19,8,6.97,0.7,0.04,0.34,2,0.88,0.6,132,0.13,199,7.13
19,9,7.13,0.71,0.05,0.38,3,0.3,0.45,265,0.16,132,7.78
19,10,7.78,0.78,0.11,0.2,2,0.56,0.21,132,0.65,265,7.77
20,1,5.4,0.54,0.2,0.48,5,0.77,0.26,286,0.0,0,6.33
20,2,6.33,0.63,0.06,0.4,3,0.35,0.31,190,0.93,286,6.88
20,3,6.88,0.69,0.12,0.3,6,0.85,0.7,381,0.55,190,7.25
20,4,7.25,0.72,0.1,0.1,6,0.31,0.52,381,0.37,381,7.73
20,5,7.73,0.77,0.06,0.24,1,0.25,0.62,95,0.48,381,7.96
20,6,7.96,0.8,0.02,0.1,13,0.21,0.69,636,0.23,95,8.99
20,7,8.99,0.9,0.06,0.2,6,0.65,0.04,286,1.03,636,9.19
20,8,9.19,0.92,0.05,0.12,2,0.68,0.65,190,0.2,286,8.64
20,9,8.64,0.86,0.09,0.14,6,0.44,0.42,286,-0.55,190,9.19
20,10,9.19,0.92,0.03,0.08,2,0.44,0.22,95,0.55,286,9.72
21,1,6.6,0.66,0.17,0.42,4,0.45,0.76,300,0.0,0,6.57
21,2,6.57,0.66,0.1,0.34,4,0.81,0.49,200,-0.03,300,6.99
21,3,6.99,0.7,0.16,0.3,5,0.35,0.57,300,0.42,200,7.57
21,4,7.57,0.76,0.08,0.18,8,0.51,0.13,500,0.58,300,7.38
21,5,7.38,0.74,0.07,0.28,7,0.21,0.7,500,-0.19,500,7.06
21,6,7.06,0.71,0.09,0.26,1,0.71,0.32,100,-0.32,500,7.23
21,7,7.23,0.72,0.08,0.24,4,0.37,0.6,200,0.17,100,8.03
21,8,8.03,0.8,0.05,0.2,7,0.41,0.57,500,0.8,200,8.21
21,9,8.21,0.82,0.1,0.12,8,0.56,0.33,400,0.18,500,6.58
21,10,6.58,0.66,0.14,0.48,9,0.78,0.66,400,-1.63,400,6.9
22,1,4.7,0.47,0.2,0.48,10,0.45,0.78,524,0.0,0,5.91
22,2,5.91,0.59,0.14,0.42,0,0.0,0.0,0,1.21,524,5.93
22,3,5.93,0.59,0.14,0.5,10,0.67,0.46,524,0.02,0,6.97
22,4,6.97,0.7,0.09,0.32,3,0.72,0.33,209,1.04,524,7.31
22,5,7.31,0.73,0.14,0.36,11,0.79,0.08,699,0.34,209,7.78
22,6,7.78,0.78,0.18,0.06,2,0.57,0.49,104,0.47,699,8.03
22,7,8.03,0.8,0.09,0.14,13,0.2,0.22,699,0.25,104,8.21
22,8,8.21,0.82,0.03,0.22,5,0.34,0.34,314,0.18,699,6.7
22,9,6.7,0.67,0.09,0.18,1,0.71,0.56,104,-1.51,314,7.19
22,10,7.19,0.72,0.08,0.26,12,0.65,0.46,699,0.49,104,7.72
23,1,6.9,0.69,0.11,0.24,6,0.33,0.5,390,0.0,0,6.92
23,2,6.92,0.69,0.18,0.3,5,0.83,0.77,292,0.02,390,7.53
23,3,7.53,0.75,0.01,0.16,3,0.44,0.01,195,0.61,292,7.72
23,4,7.72,0.77,0.07,0.32,0,0.0,0.0,0,0.19,195,7.88
23,5,7.88,0.79,0.09,0.28,9,0.74,0.46,651,0.16,0,8.37
23,6,8.37,0.84,0.12,0.1,3,0.42,0.53,195,0.49,651,8.27
23,7,8.27,0.83,0.09,0.24,5,0.56,0.28,292,-0.1,195,8.71
23,8,8.71,0.87,0.05,0.1,6,0.69,0.67,390,0.44,292,8.91
23,9,8.91,0.89,0.02,0.02,6,0.24,0.69,390,0.2,390,9.21
23,10,9.21,0.92,0.03,0.12,3,0.21,0.42,195,0.3,390,9.31
24,1,5.2,0.52,0.16,0.54,2,0.42,0.13,102,0.0,0,5.23
24,2,5.23,0.52,0.11,0.34,7,0.83,0.68,306,0.03,102,5.86
24,3,5.86,0.59,0.09,0.42,3,0.83,0.32,204,0.63,306,6.07
24,4,6.07,0.61,0.08,0.4,7,0.32,0.34,511,0.21,204,6.85
24,5,6.85,0.68,0.12,0.2,3,0.8,0.31,204,0.78,511,7.19
24,6,7.19,0.72,0.08,0.3,16,0.63,0.64,681,0.34,204,7.63
24,7,7.63,0.76,0.05,0.28,0,0.0,0.0,0,0.44,681,7.15
24,8,7.15,0.72,0.12,0.26,1,0.7,0.02,102,-0.48,0,7.59
24,9,7.59,0.76,0.08,0.22,7,0.84,0.69,306,0.44,102,7.99
24,10,7.99,0.8,0.07,0.18,3,0.2,0.17,204,0.4,306,8.44
25,1,5.4,0.54,0.2,0.42,2,0.35,0.79,179,0.0,0,6.03
25,2,6.03,0.6,0.08,0.34,4,0.6,0.55,269,0.63,179,6.68
25,3,6.68,0.67,0.11,0.28,1,0.69,0.11,89,0.65,269,6.83
25,4,6.83,0.68,0.07,0.2,11,0.5,0.23,599,0.15,89,7.6
25,5,7.6,0.76,0.18,0.18,2,0.42,0.6,179,0.77,599,7.79
25,6,7.79,0.78,0.08,0.32,4,0.5,0.73,269,0.19,179,8.28
25,7,8.28,0.83,0.02,0.2,0,0.0,0.0,0,0.49,269,7.92
25,8,7.92,0.79,0.05,0.34,7,0.46,0.73,449,-0.36,0,8.19
25,9,8.19,0.82,0.09,0.12,3,0.26,0.45,179,0.27,449,8.36
25,10,8.36,0.84,0.04,0.18,1,0.36,0.37,89,0.17,179,8.18
26,1,3.2,0.32,0.24,0.64,5,0.39,0.77,356,0.0,0,4.84
26,2,4.84,0.48,0.22,0.48,4,0.88,0.77,267,1.64,356,5.89
26,3,5.89,0.59,0.05,0.44,8,0.63,0.15,445,1.05,267,6.3
26,4,6.3,0.63,0.04,0.44,6,0.65,0.77,356,0.41,445,5.33
26,5,5.33,0.53,0.08,0.5,3,0.89,0.55,178,-0.97,356,6.15
26,6,6.15,0.62,0.1,0.34,2,0.76,0.53,89,0.82,178,7.17
26,7,7.17,0.72,0.16,0.18,6,0.27,0.1,445,1.02,89,7.4
26,8,7.4,0.74,0.12,0.28,11,0.7,0.67,594,0.23,445,7.67
26,9,7.67,0.77,0.07,0.32,3,0.85,0.49,178,0.27,594,7.69
26,10,7.69,0.77,0.16,0.2,1,0.77,0.04,89,0.02,178,8.11
27,1,5.0,0.5,0.13,0.52,0,0.0,0.0,0,0.0,0,5.19
27,2,5.19,0.52,0.18,0.42,2,0.27,0.74,168,0.19,0,6.05
27,3,6.05,0.6,0.19,0.4,6,0.63,0.4,421,0.86,168,6.62
27,4,6.62,0.66,0.09,0.36,1,0.53,0.28,84,0.57,421,6.66
27,5,6.66,0.67,0.15,0.28,2,0.79,0.12,168,0.04,84,6.68
27,6,6.68,0.67,0.07,0.38,2,0.63,0.77,168,0.02,168,7.4
27,7,7.4,0.74,0.01,0.16,3,0.44,0.1,168,0.72,168,7.45
27,8,7.45,0.74,0.06,0.18,1,0.39,0.14,84,0.05,168,8.01
27,9,8.01,0.8,0.1,0.16,1,0.67,0.38,84,0.56,84,7.94
27,10,7.94,0.79,0.08,0.18,4,0.7,0.07,253,-0.07,84,8.44
28,1,4.0,0.4,0.14,0.56,0,0.0,0.0,0,0.0,0,4.36
28,2,4.36,0.44,0.05,0.56,0,0.0,0.0,0,0.36,0,4.39
28,3,4.39,0.44,0.22,0.6,0,0.0,0.0,0,0.03,0,3.79
28,4,3.79,0.38,0.19,0.62,0,0.0,0.0,0,-0.6,0,3.78
28,5,3.78,0.38,0.22,0.48,6,0.76,0.64,412,-0.01,0,4.55
28,6,4.55,0.45,0.16,0.52,0,0.0,0.0,0,0.77,412,4.08
28,7,4.08,0.41,0.23,0.56,3,0.36,0.41,247,-0.47,0,4.88
28,8,4.88,0.49,0.19,0.6,2,0.9,0.59,123,0.8,247,5.58
28,9,5.58,0.56,0.21,0.42,3,0.77,0.13,185,0.7,123,5.67
28,10,5.67,0.57,0.15,0.38,0,0.0,0.0,0,0.09,185,5.88
29,1,4.3,0.43,0.22,0.64,1,0.81,0.45,92,0.0,0,5.59
29,2,5.59,0.56,0.11,0.34,0,0.0,0.0,0,1.29,92,5.65
29,3,5.65,0.57,0.15,0.48,3,0.31,0.31,185,0.06,0,6.33
29,4,6.33,0.63,0.14,0.34,1,0.42,0.35,92,0.68,185,7.11
29,5,7.11,0.71,0.08,0.3,11,0.39,0.05,464,0.78,92,7.77
29,6,7.77,0.78,0.08,0.28,3,0.38,0.41,185,0.66,464,7.9
29,7,7.9,0.79,0.13,0.24,13,0.73,0.58,619,0.13,185,8.27
29,8,8.27,0.83,0.17,0.12,8,0.45,0.58,464,0.37,619,8.2
29,9,8.2,0.82,0.15,0.1,5,0.41,0.04,278,-0.07,464,8.6
29,10,8.6,0.86,0.04,0.28,10,0.27,0.59,619,0.4,278,9.31
30,1,3.4,0.34,0.15,0.74,3,0.63,0.5,143,0.0,0,4.48
30,2,4.48,0.45,0.11,0.46,4,0.89,0.16,287,1.08,143,4.09
30,3,4.09,0.41,0.17,0.5,0,0.0,0.0,0,-0.39,287,3.86
30,4,3.86,0.39,0.16,0.62,6,0.3,0.55,287,-0.23,0,5.11
30,5,5.11,0.51,0.16,0.44,7,0.68,0.55,478,1.25,287,5.55
30,6,5.55,0.55,0.2,0.28,0,0.0,0.0,0,0.44,478,5.05
30,7,5.05,0.5,0.21,0.48,0,0.0,0.0,0,-0.5,0,4.54
30,8,4.54,0.45,0.24,0.56,7,0.26,0.71,478,-0.51,0,5.85
30,9,5.85,0.58,0.16,0.4,6,0.51,0.44,287,1.31,478,6.04
30,10,6.04,0.6,0.26,0.3,5,0.64,0.24,287,0.19,287,6.22
31,1,4.4,0.44,0.24,0.56,0,0.0,0.0,0,0.0,0,4.21
31,2,4.21,0.42,0.17,0.6,6,0.82,0.11,307,-0.19,0,4.28
31,3,4.28,0.43,0.16,0.5,2,0.6,0.11,204,0.07,307,4.61
31,4,4.61,0.46,0.24,0.5,4,0.32,0.79,204,0.33,204,5.82
31,5,5.82,0.58,0.15,0.32,5,0.63,0.11,307,1.21,204,6.23
31,6,6.23,0.62,0.19,0.42,13,0.55,0.42,682,0.41,307,6.9
31,7,6.9,0.69,0.08,0.3,6,0.59,0.11,307,0.67,682,6.29
31,8,6.29,0.63,0.06,0.34,8,0.67,0.07,409,-0.61,307,6.7
31,9,6.7,0.67,0.02,0.38,1,0.32,0.31,102,0.41,409,6.75
31,10,6.75,0.68,0.18,0.3,5,0.4,0.19,307,0.05,102,7.17
32,1,6.1,0.61,0.06,0.48,0,0.0,0.0,0,0.0,0,5.78
32,2,5.78,0.58,0.12,0.42,0,0.0,0.0,0,-0.32,0,5.69
32,3,5.69,0.57,0.18,0.42,7,0.8,0.05,407,-0.09,0,5.99
32,4,5.99,0.6,0.18,0.42,5,0.2,0.19,407,0.3,407,4.82
32,5,4.82,0.48,0.17,0.58,4,0.84,0.36,203,-1.17,407,5.45
32,6,5.45,0.55,0.24,0.4,0,0.0,0.0,0,0.63,203,5.3
32,7,5.3,0.53,0.06,0.52,3,0.8,0.07,203,-0.15,0,5.59
32,8,5.59,0.56,0.17,0.46,3,0.54,0.57,203,0.29,203,5.84
32,9,5.84,0.58,0.15,0.42,0,0.0,0.0,0,0.25,203,5.57
32,10,5.57,0.56,0.1,0.34,5,0.8,0.54,407,-0.27,0,6.18
33,1,6.0,0.6,0.11,0.4,2,0.22,0.22,114,0.0,0,6.53
33,2,6.53,0.65,0.21,0.34,0,0.0,0.0,0,0.53,114,6.51
33,3,6.51,0.65,0.08,0.2,10,0.34,0.07,457,-0.02,0,7.35
33,4,7.35,0.74,0.09,0.34,10,0.28,0.66,571,0.84,457,6.75
33,5,6.75,0.68,0.11,0.34,5,0.22,0.71,228,-0.6,571,7.07
33,6,7.07,0.71,0.18,0.26,12,0.68,0.29,762,0.32,228,7.48
33,7,7.48,0.75,0.13,0.24,12,0.3,0.32,571,0.41,762,6.13
